R532G1601U1S-U/2/DDR3/800,1066,1333,1600/11-11-11-28
R744G2133U1S-U/4/DDR4/1600,1866,2000,2133/15-15-15-35
PVS48G320C6K/4/DDR4/1600,1866,2133,2400,2666,2933,3000,3200/16-20-20-40
